"Description","Count"
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1263",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1262",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1261",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1260",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1259",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1258",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1257",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1256",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1255",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1254",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1253",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1252",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1251",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1250",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1249",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1248",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1247",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1246",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1245",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1244",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1243",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1242",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1241",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1240",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1239",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1238",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1237",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1236",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1235",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1234",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1233",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1232",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1231",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1230",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1229",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1228",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1227",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1226",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1225",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1224",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1223",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1222",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1221",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1220",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1219",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1218",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1217",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1216",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1215",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1214",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1213",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1212",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1211",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1210",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1209",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1208",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1207",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1206",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1205",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1204",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1203",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1202",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1201",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1200",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1199",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1198",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1197",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1196",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1195",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1194",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1193",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1192",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1191",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1190",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1189",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1188",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1187",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1186",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1185",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1184",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1183",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1182",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1181",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1180",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1179",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1178",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1177",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1176",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1175",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1174",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1173",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1172",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1171",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1170",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1169",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1168",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1167",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1166",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1165",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1164",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1163",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1162",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1161",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1160",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1159",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1158",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1157",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1156",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1155",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1154",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1153",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1152",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1151",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1150",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1149",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1148",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1147",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1146",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1145",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1144",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1143",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1142",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1141",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1140",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1139",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1138",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1137",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1136",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1135",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1134",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1133",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1132",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1131",1
"group tourtime changed from 2/15 @ 0900 to 2/14 @ 1130",1
"group tourtime change from 1100 to 0965",1
"group tourtime change from 1100 to 0964",1
"group tourtime change from 1100 to 0963",1
"group tourtime change from 1100 to 0962",1
"group tourtime change from 1100 to 0961",1
"group tourtime change from 1100 to 0960",1
"group tourtime change from 1100 to 0959",1
"group tourtime change from 1100 to 0958",1
"group tourtime change from 1100 to 0957",1
"group tourtime change from 1100 to 0956",1
"group tourtime change from 1100 to 0955",1
"group tourtime change from 1100 to 0954",1
"group tourtime change from 1100 to 0953",1
"group tourtime change from 1100 to 0952",1
"group tourtime change from 1100 to 0951",1
"group tourtime change from 1100 to 0950",1
"group tourtime change from 1100 to 0949",1
"group tourtime change from 1100 to 0948",1
"group tourtime change from 1100 to 0947",1
"group tourtime change from 1100 to 0946",1
"group tourtime change from 1100 to 0945",1
"group tourtime change from 1100 to 0944",1
"group tourtime change from 1100 to 0943",1
"group tourtime change from 1100 to 0942",1
"group tourtime change from 1100 to 0941",1
"group tourtime change from 1100 to 0940",1
"group tourtime change from 1100 to 0939",1
"group tourtime change from 1100 to 0938",1
"group tourtime change from 1100 to 0937",1
"group tourtime change from 1100 to 0936",1
"group tourtime change from 1100 to 0935",1
"group tourtime change from 1100 to 0934",1
"group tourtime change from 1100 to 0933",1
"group tourtime change from 1100 to 0932",1
"group tourtime change from 1100 to 0931",1
"group tourtime change from 1100 to 0930",1
"group tourtime change from 1100 to 0929",1
"group tourtime change from 1100 to 0928",1
"group tourtime change from 1100 to 0927",1
"group tourtime change from 1100 to 0926",1
"group tourtime change from 1100 to 0925",1
"group tourtime change from 1100 to 0924",1
"group tourtime change from 1100 to 0923",1
"group tourtime change from 1100 to 0922",1
"group tourtime change from 1100 to 0921",1
"group tourtime change from 1100 to 0920",1
"group tourtime change from 1100 to 0919",1
"group tourtime change from 1100 to 0918",1
"group tourtime change from 1100 to 0917",1
"group tourtime change from 1100 to 0916",1
"group tourtime change from 1100 to 0915",1
"group tourtime change from 1100 to 0914",1
"group tourtime change from 1100 to 0913",1
"group tourtime change from 1100 to 0912",1
"group tourtime change from 1100 to 0911",1
"group tourtime change from 1100 to 0910",1
"group tourtime change from 1100 to 0909",1
"group tourtime change from 1100 to 0908",1
"group tourtime change from 1100 to 0907",1
"group tourtime change from 1100 to 0906",1
"group tourtime change from 1100 to 0905",1
"group tourtime change from 1100 to 0904",1
"group tourtime change from 1100 to 0903",1
"group tourtime change from 1100 to 0902",1
"group tourtime change from 1100 to 0901",1
"group tourtime change from 1100 to 0900",1
"group tourtime change from 1100 to 0899",1
"group tourtime change from 1100 to 0898",1
"group tourtime change from 1100 to 0897",1
"group tourtime change from 1100 to 0896",1
"group tourtime change from 1100 to 0895",1
"group tourtime change from 1100 to 0894",1
"group tourtime change from 1100 to 0893",1
"group tourtime change from 1100 to 0892",1
"group tourtime change from 1100 to 0891",1
"group tourtime change from 1100 to 0890",1
"group tourtime change from 1100 to 0889",1
"group tourtime change from 1100 to 0888",1
"group tourtime change from 1100 to 0887",1
"group tourtime change from 1100 to 0886",1
"group tourtime change from 1100 to 0885",1
"group tourtime change from 1100 to 0884",1
"group tourtime change from 1100 to 0883",1
"group tourtime change from 1100 to 0882",1
"group tourtime change from 1100 to 0881",1
"group tourtime change from 1100 to 0880",1
"group tourtime change from 1100 to 0879",1
"group tourtime change from 1100 to 0878",1
"group tourtime change from 1100 to 0877",1
"group tourtime change from 1100 to 0876",1
"group tourtime change from 1100 to 0875",1
"group tourtime change from 1100 to 0874",1
"group tourtime change from 1100 to 0873",1
"group tourtime change from 1100 to 0872",1
"group tourtime change from 1100 to 0871",1
"group tourtime change from 1100 to 0870",1
"group tourtime change from 1100 to 0869",1
"group tourtime change from 1100 to 0868",1
"group tourtime change from 1100 to 0867",1
"group tourtime change from 1100 to 0866",1
"group tourtime change from 1100 to 0865",1
"group tourtime change from 1100 to 0864",1
"group tourtime change from 1100 to 0863",1
"group tourtime change from 1100 to 0862",1
"group tourtime change from 1100 to 0861",1
"group tourtime change from 1100 to 0860",1
"group tourtime change from 1100 to 0859",1
"group tourtime change from 1100 to 0858",1
"group tourtime change from 1100 to 0857",1
"group tourtime change from 1100 to 0856",1
"group tourtime change from 1100 to 0855",1
"group tourtime change from 1100 to 0854",1
"group tourtime change from 1100 to 0853",1
"group tourtime change from 1100 to 0852",1
"group tourtime change from 1100 to 0851",1
"group tourtime change from 1100 to 0850",1
"group tourtime change from 1100 to 0849",1
"group tourtime change from 1100 to 0848",1
"group tourtime change from 1100 to 0847",1
"group tourtime change from 1100 to 0846",1
"group tourtime change from 1100 to 0845",1
"group tourtime change from 1100 to 0844",1
"group tourtime change from 1100 to 0843",1
"group tourtime change from 1100 to 0842",1
"group tourtime change from 1100 to 0841",1
"group tourtime change from 1100 to 0840",1
"group tourtime change from 1100 to 0839",1
"group tourtime change from 1100 to 0838",1
"group tourtime change from 1100 to 0837",1
"group tourtime change from 1100 to 0836",1
"group tourtime change from 1100 to 0835",1
"group tourtime change from 1100 to 0834",1
"group tourtime change from 1100 to 0833",1
"group tourtime change from 1100 to 0832",1
"group tourtime change from 1100 to 0831",1
"group tourtime change from 1100 to 0830",1
"group tourtime change from 1100 to 0829",1
"group tourtime change from 1100 to 0828",1
"group tourtime change from 1100 to 0827",1
"group tourtime change from 1100 to 0826",1
"group tourtime change from 1100 to 0825",1
"group tourtime change from 1100 to 0824",1
"group tourtime change from 1100 to 0823",1
"group tourtime change from 1100 to 0822",1
"group tourtime change from 1100 to 0821",1
"group tourtime change from 1100 to 0820",1
"group tourtime change from 1100 to 0819",1
"group tourtime change from 1100 to 0818",1
"group tourtime change from 1100 to 0817",1
"group tourtime change from 1100 to 0816",1
"group tourtime change from 1100 to 0815",1
"group tourtime change from 1100 to 0814",1
"group tourtime change from 1100 to 0813",1
"group tourtime change from 1100 to 0812",1
"group tourtime change from 1100 to 0811",1
"group tourtime change from 1100 to 0810",1
"group tourtime change from 1100 to 0809",1
"group tourtime change from 1100 to 0808",1
